,"T","t","date"
0,120,1120.48,"2022,06,01,18:22:18"
0,119.74,1121.48,"2022,06,01,18:22:19"
0,119.23,1122.48,"2022,06,01,18:22:20"
0,119.23,1123.49,"2022,06,01,18:22:21"
0,120.26,1124.49,"2022,06,01,18:22:22"
0,120.26,1125.49,"2022,06,01,18:22:23"
0,119.49,1126.53,"2022,06,01,18:22:24"
0,119.74,1127.53,"2022,06,01,18:22:25"
0,119.23,1128.53,"2022,06,01,18:22:26"
0,119.49,1129.53,"2022,06,01,18:22:27"
0,119.23,1130.53,"2022,06,01,18:22:28"
0,118.98,1131.54,"2022,06,01,18:22:29"
0,118.98,1132.54,"2022,06,01,18:22:30"
0,119.23,1133.54,"2022,06,01,18:22:31"
0,118.72,1134.54,"2022,06,01,18:22:32"
0,119.49,1135.54,"2022,06,01,18:22:33"
0,119.49,1136.58,"2022,06,01,18:22:34"
0,119.74,1137.58,"2022,06,01,18:22:35"
0,119.23,1138.58,"2022,06,01,18:22:36"
0,118.47,1139.58,"2022,06,01,18:22:37"
0,118.98,1140.59,"2022,06,01,18:22:38"
0,118.98,1141.59,"2022,06,01,18:22:39"
0,119.23,1142.59,"2022,06,01,18:22:40"
0,118.72,1143.59,"2022,06,01,18:22:41"
0,119.23,1144.59,"2022,06,01,18:22:42"
0,118.72,1145.6,"2022,06,01,18:22:43"
0,118.98,1146.63,"2022,06,01,18:22:44"
0,119.23,1147.64,"2022,06,01,18:22:45"
0,118.72,1148.64,"2022,06,01,18:22:46"
0,118.47,1149.64,"2022,06,01,18:22:47"
0,118.98,1150.64,"2022,06,01,18:22:48"
0,118.72,1151.64,"2022,06,01,18:22:49"
0,118.47,1152.64,"2022,06,01,18:22:50"
0,118.72,1153.65,"2022,06,01,18:22:51"
0,117.96,1154.65,"2022,06,01,18:22:52"
0,118.47,1155.65,"2022,06,01,18:22:53"
0,117.45,1156.69,"2022,06,01,18:22:54"
0,118.21,1157.69,"2022,06,01,18:22:55"
0,117.7,1158.69,"2022,06,01,18:22:56"
0,117.45,1159.69,"2022,06,01,18:22:58"
0,117.45,1160.69,"2022,06,01,18:22:58"
0,116.94,1161.69,"2022,06,01,18:23:00"
0,117.7,1162.7,"2022,06,01,18:23:00"
0,117.19,1163.7,"2022,06,01,18:23:02"
0,117.45,1164.7,"2022,06,01,18:23:03"
0,116.68,1165.7,"2022,06,01,18:23:04"
0,117.45,1166.74,"2022,06,01,18:23:05"
0,117.19,1167.74,"2022,06,01,18:23:06"
0,117.19,1168.74,"2022,06,01,18:23:07"
0,116.17,1169.74,"2022,06,01,18:23:08"
0,116.43,1170.75,"2022,06,01,18:23:09"
0,116.43,1171.75,"2022,06,01,18:23:10"
0,116.17,1172.75,"2022,06,01,18:23:11"
0,116.17,1173.75,"2022,06,01,18:23:12"
0,115.92,1174.75,"2022,06,01,18:23:13"
0,115.92,1175.76,"2022,06,01,18:23:14"
0,115.66,1176.79,"2022,06,01,18:23:15"
0,115.41,1177.79,"2022,06,01,18:23:16"
0,115.15,1178.8,"2022,06,01,18:23:17"
0,115.92,1179.8,"2022,06,01,18:23:18"
0,115.92,1180.8,"2022,06,01,18:23:19"
0,115.15,1181.8,"2022,06,01,18:23:20"
0,115.15,1182.8,"2022,06,01,18:23:21"
0,114.64,1183.8,"2022,06,01,18:23:22"
0,115.15,1184.81,"2022,06,01,18:23:23"
0,115.15,1185.81,"2022,06,01,18:23:24"
0,114.39,1186.84,"2022,06,01,18:23:25"
0,114.9,1187.85,"2022,06,01,18:23:26"
0,114.9,1188.85,"2022,06,01,18:23:27"
0,115.15,1189.85,"2022,06,01,18:23:28"
0,114.13,1190.85,"2022,06,01,18:23:29"
0,114.9,1191.85,"2022,06,01,18:23:30"
0,114.39,1192.85,"2022,06,01,18:23:31"
0,114.13,1193.86,"2022,06,01,18:23:32"
0,114.39,1194.86,"2022,06,01,18:23:33"
0,114.39,1195.86,"2022,06,01,18:23:34"
0,113.88,1196.9,"2022,06,01,18:23:35"
0,113.88,1197.9,"2022,06,01,18:23:36"
0,113.62,1198.9,"2022,06,01,18:23:37"
0,113.37,1199.9,"2022,06,01,18:23:38"
0,113.11,1200.9,"2022,06,01,18:23:39"
0,113.11,1201.91,"2022,06,01,18:23:40"
0,113.11,1202.91,"2022,06,01,18:23:41"
0,113.62,1203.91,"2022,06,01,18:23:42"
0,113.62,1204.91,"2022,06,01,18:23:43"
0,113.37,1205.91,"2022,06,01,18:23:44"
0,113.88,1206.95,"2022,06,01,18:23:45"
0,113.88,1207.95,"2022,06,01,18:23:46"
0,113.37,1208.95,"2022,06,01,18:23:47"
0,112.86,1209.96,"2022,06,01,18:23:48"
0,113.37,1210.96,"2022,06,01,18:23:49"
0,113.37,1211.96,"2022,06,01,18:23:50"
0,113.11,1212.96,"2022,06,01,18:23:51"
0,113.37,1213.96,"2022,06,01,18:23:52"
0,113.37,1214.96,"2022,06,01,18:23:53"
0,112.6,1215.97,"2022,06,01,18:23:54"
0,112.6,1217,"2022,06,01,18:23:55"
0,113.62,1218.01,"2022,06,01,18:23:56"
0,112.6,1219.01,"2022,06,01,18:23:57"
0,112.6,1220.01,"2022,06,01,18:23:58"
0,113.11,1221.01,"2022,06,01,18:23:59"
0,113.11,1222.01,"2022,06,01,18:24:00"
0,113.11,1223.01,"2022,06,01,18:24:01"
0,113.11,1224.02,"2022,06,01,18:24:02"
0,113.11,1225.02,"2022,06,01,18:24:03"
0,113.11,1226.02,"2022,06,01,18:24:04"
0,112.35,1227.06,"2022,06,01,18:24:05"
0,112.86,1228.06,"2022,06,01,18:24:06"
0,113.11,1229.06,"2022,06,01,18:24:07"
0,112.86,1230.06,"2022,06,01,18:24:08"
0,112.6,1231.06,"2022,06,01,18:24:09"
0,112.6,1232.06,"2022,06,01,18:24:10"
0,113.37,1233.07,"2022,06,01,18:24:11"
0,113.11,1234.07,"2022,06,01,18:24:12"
0,113.11,1235.07,"2022,06,01,18:24:13"
0,113.11,1236.07,"2022,06,01,18:24:14"
0,113.88,1237.11,"2022,06,01,18:24:15"
0,113.11,1238.11,"2022,06,01,18:24:16"
0,114.13,1239.11,"2022,06,01,18:24:17"
0,112.86,1240.11,"2022,06,01,18:24:18"
0,113.62,1241.12,"2022,06,01,18:24:19"
0,113.88,1242.12,"2022,06,01,18:24:20"
0,113.62,1243.12,"2022,06,01,18:24:21"
0,113.88,1244.13,"2022,06,01,18:24:22"
0,113.88,1245.13,"2022,06,01,18:24:23"
0,114.39,1246.13,"2022,06,01,18:24:24"
0,113.37,1247.17,"2022,06,01,18:24:25"
0,114.39,1248.17,"2022,06,01,18:24:26"
0,113.88,1249.17,"2022,06,01,18:24:27"
0,113.88,1250.17,"2022,06,01,18:24:28"
0,114.13,1251.17,"2022,06,01,18:24:29"
0,113.88,1252.17,"2022,06,01,18:24:30"
0,114.64,1253.18,"2022,06,01,18:24:31"
0,114.64,1254.18,"2022,06,01,18:24:32"
0,115.15,1255.18,"2022,06,01,18:24:33"
0,115.15,1256.18,"2022,06,01,18:24:34"
0,114.64,1257.22,"2022,06,01,18:24:35"
0,114.9,1258.22,"2022,06,01,18:24:36"
0,115.15,1259.22,"2022,06,01,18:24:37"
0,115.41,1260.22,"2022,06,01,18:24:38"
0,115.15,1261.22,"2022,06,01,18:24:39"
0,115.41,1262.23,"2022,06,01,18:24:40"
0,115.15,1263.23,"2022,06,01,18:24:41"
0,115.41,1264.23,"2022,06,01,18:24:42"
0,115.15,1265.23,"2022,06,01,18:24:43"
0,114.9,1266.23,"2022,06,01,18:24:44"
0,115.15,1267.27,"2022,06,01,18:24:45"
0,115.66,1268.27,"2022,06,01,18:24:46"
0,115.41,1269.28,"2022,06,01,18:24:47"
0,115.66,1270.28,"2022,06,01,18:24:48"
0,115.15,1271.28,"2022,06,01,18:24:49"
0,116.43,1272.28,"2022,06,01,18:24:50"
0,116.43,1273.28,"2022,06,01,18:24:51"
0,115.92,1274.28,"2022,06,01,18:24:52"
0,116.17,1275.29,"2022,06,01,18:24:53"
0,116.17,1276.29,"2022,06,01,18:24:54"
0,116.68,1277.32,"2022,06,01,18:24:55"
0,116.43,1278.32,"2022,06,01,18:24:56"
0,116.43,1279.33,"2022,06,01,18:24:57"
0,117.19,1280.33,"2022,06,01,18:24:58"
0,116.94,1281.33,"2022,06,01,18:24:59"
0,117.19,1282.33,"2022,06,01,18:25:00"
0,117.19,1283.33,"2022,06,01,18:25:01"
0,116.94,1284.34,"2022,06,01,18:25:02"
0,117.19,1285.34,"2022,06,01,18:25:03"
0,117.7,1286.34,"2022,06,01,18:25:04"
0,117.19,1287.38,"2022,06,01,18:25:05"
0,117.19,1288.38,"2022,06,01,18:25:06"
0,116.94,1289.38,"2022,06,01,18:25:07"
0,117.45,1290.38,"2022,06,01,18:25:08"
0,117.19,1291.38,"2022,06,01,18:25:09"
0,117.45,1292.38,"2022,06,01,18:25:10"
0,117.96,1293.39,"2022,06,01,18:25:11"
0,117.96,1294.39,"2022,06,01,18:25:12"
0,117.45,1295.39,"2022,06,01,18:25:13"
0,117.7,1296.39,"2022,06,01,18:25:14"
0,117.7,1297.43,"2022,06,01,18:25:15"
0,117.19,1298.43,"2022,06,01,18:25:16"
0,118.47,1299.43,"2022,06,01,18:25:17"
0,118.47,1300.43,"2022,06,01,18:25:18"
0,117.96,1301.44,"2022,06,01,18:25:19"
0,118.21,1302.44,"2022,06,01,18:25:20"
0,118.21,1303.44,"2022,06,01,18:25:21"
0,118.21,1304.44,"2022,06,01,18:25:22"
0,118.98,1305.44,"2022,06,01,18:25:23"
0,117.96,1306.44,"2022,06,01,18:25:24"
0,118.21,1307.48,"2022,06,01,18:25:25"
0,118.21,1308.48,"2022,06,01,18:25:26"
0,119.23,1309.48,"2022,06,01,18:25:27"
0,118.98,1310.49,"2022,06,01,18:25:28"
0,118.72,1311.49,"2022,06,01,18:25:29"
0,118.72,1312.49,"2022,06,01,18:25:30"
0,119.23,1313.49,"2022,06,01,18:25:31"
0,118.98,1314.49,"2022,06,01,18:25:32"
0,118.72,1315.5,"2022,06,01,18:25:33"
0,119.74,1316.5,"2022,06,01,18:25:34"
0,119.49,1317.53,"2022,06,01,18:25:35"
0,118.98,1318.54,"2022,06,01,18:25:36"
0,120,1319.54,"2022,06,01,18:25:37"
0,120.26,1320.54,"2022,06,01,18:25:38"
0,119.74,1321.54,"2022,06,01,18:25:39"
0,120,1322.54,"2022,06,01,18:25:40"
0,119.74,1323.54,"2022,06,01,18:25:41"
0,120,1324.55,"2022,06,01,18:25:42"
0,120.26,1325.55,"2022,06,01,18:25:43"
0,120.26,1326.55,"2022,06,01,18:25:44"
0,120.26,1327.59,"2022,06,01,18:25:45"
0,119.74,1328.59,"2022,06,01,18:25:46"
0,120.26,1329.59,"2022,06,01,18:25:47"
0,121.02,1330.59,"2022,06,01,18:25:48"
0,120.51,1331.59,"2022,06,01,18:25:49"
0,121.02,1332.59,"2022,06,01,18:25:50"
0,120.26,1333.6,"2022,06,01,18:25:51"
0,121.28,1334.6,"2022,06,01,18:25:52"
0,120.26,1335.6,"2022,06,01,18:25:53"
0,120.77,1336.6,"2022,06,01,18:25:54"
0,121.02,1337.64,"2022,06,01,18:25:55"
0,120.51,1338.64,"2022,06,01,18:25:56"
0,121.02,1339.64,"2022,06,01,18:25:57"
0,121.28,1340.64,"2022,06,01,18:25:58"
0,120.77,1341.65,"2022,06,01,18:25:59"
0,121.02,1342.65,"2022,06,01,18:26:00"
0,122.04,1343.65,"2022,06,01,18:26:01"
0,121.53,1344.65,"2022,06,01,18:26:02"
0,122.04,1345.65,"2022,06,01,18:26:03"
0,122.04,1346.65,"2022,06,01,18:26:04"
0,121.28,1347.69,"2022,06,01,18:26:05"
0,121.53,1348.69,"2022,06,01,18:26:06"
0,121.79,1349.69,"2022,06,01,18:26:07"
0,122.3,1350.7,"2022,06,01,18:26:08"
0,122.55,1351.7,"2022,06,01,18:26:09"
0,121.53,1352.7,"2022,06,01,18:26:10"
0,122.04,1353.7,"2022,06,01,18:26:11"
0,122.3,1354.7,"2022,06,01,18:26:12"
0,121.79,1355.71,"2022,06,01,18:26:13"
0,122.3,1356.71,"2022,06,01,18:26:14"
0,121.79,1357.74,"2022,06,01,18:26:15"
0,123.06,1358.75,"2022,06,01,18:26:16"
0,123.06,1359.75,"2022,06,01,18:26:17"
0,123.06,1360.75,"2022,06,01,18:26:18"
0,122.3,1361.75,"2022,06,01,18:26:19"
0,123.32,1362.75,"2022,06,01,18:26:20"
0,123.06,1363.75,"2022,06,01,18:26:21"
0,122.55,1364.76,"2022,06,01,18:26:22"
0,123.06,1365.76,"2022,06,01,18:26:23"
0,123.32,1366.76,"2022,06,01,18:26:24"
0,122.81,1367.8,"2022,06,01,18:26:25"
0,123.32,1368.8,"2022,06,01,18:26:26"
0,122.81,1369.8,"2022,06,01,18:26:27"
0,122.81,1370.8,"2022,06,01,18:26:28"
0,123.32,1371.8,"2022,06,01,18:26:29"
0,122.55,1372.81,"2022,06,01,18:26:30"
0,122.81,1373.81,"2022,06,01,18:26:31"
0,123.32,1374.81,"2022,06,01,18:26:32"
0,122.81,1375.81,"2022,06,01,18:26:33"
0,123.32,1376.81,"2022,06,01,18:26:34"
0,123.83,1377.85,"2022,06,01,18:26:36"
0,124.08,1378.85,"2022,06,01,18:26:37"
0,123.32,1379.85,"2022,06,01,18:26:38"
0,123.83,1380.85,"2022,06,01,18:26:39"
0,123.57,1381.85,"2022,06,01,18:26:40"
0,123.06,1382.86,"2022,06,01,18:26:41"
0,123.32,1383.86,"2022,06,01,18:26:42"
0,123.57,1384.86,"2022,06,01,18:26:43"
0,123.83,1385.86,"2022,06,01,18:26:44"
0,123.57,1386.86,"2022,06,01,18:26:45"
0,124.34,1387.9,"2022,06,01,18:26:46"
0,124.59,1388.9,"2022,06,01,18:26:47"
0,124.59,1389.91,"2022,06,01,18:26:48"
0,123.57,1390.91,"2022,06,01,18:26:49"
0,123.83,1391.91,"2022,06,01,18:26:50"
0,123.57,1392.91,"2022,06,01,18:26:51"
0,124.08,1393.91,"2022,06,01,18:26:52"
0,124.34,1394.91,"2022,06,01,18:26:53"
0,124.59,1395.92,"2022,06,01,18:26:54"
0,124.34,1396.92,"2022,06,01,18:26:55"
0,124.34,1397.95,"2022,06,01,18:26:56"
0,124.59,1398.96,"2022,06,01,18:26:57"
0,125.1,1399.96,"2022,06,01,18:26:58"
0,124.08,1400.96,"2022,06,01,18:26:59"
0,125.1,1401.96,"2022,06,01,18:27:00"
0,124.85,1402.96,"2022,06,01,18:27:01"
0,124.59,1403.96,"2022,06,01,18:27:02"
0,124.59,1404.97,"2022,06,01,18:27:03"
0,124.85,1405.97,"2022,06,01,18:27:04"
0,124.85,1406.97,"2022,06,01,18:27:05"
0,124.85,1408.01,"2022,06,01,18:27:06"
0,125.36,1409.01,"2022,06,01,18:27:07"
0,124.85,1410.01,"2022,06,01,18:27:08"
0,125.61,1411.01,"2022,06,01,18:27:09"
0,124.59,1412.01,"2022,06,01,18:27:10"
0,124.85,1413.02,"2022,06,01,18:27:11"
0,125.1,1414.02,"2022,06,01,18:27:12"
0,125.1,1415.02,"2022,06,01,18:27:13"
0,125.1,1416.02,"2022,06,01,18:27:14"
0,125.36,1417.02,"2022,06,01,18:27:15"
0,125.61,1418.06,"2022,06,01,18:27:16"
0,125.61,1419.06,"2022,06,01,18:27:17"
0,125.87,1420.06,"2022,06,01,18:27:18"
0,125.87,1421.06,"2022,06,01,18:27:19"
0,126.12,1422.07,"2022,06,01,18:27:20"
0,125.36,1423.07,"2022,06,01,18:27:21"
0,126.38,1424.07,"2022,06,01,18:27:22"
0,126.38,1425.07,"2022,06,01,18:27:23"
0,126.63,1426.07,"2022,06,01,18:27:24"
0,126.89,1427.07,"2022,06,01,18:27:25"
0,126.12,1428.11,"2022,06,01,18:27:26"
0,126.89,1429.11,"2022,06,01,18:27:27"
0,126.89,1430.12,"2022,06,01,18:27:28"
0,127.14,1431.12,"2022,06,01,18:27:29"
0,127.14,1432.12,"2022,06,01,18:27:30"
0,126.89,1433.12,"2022,06,01,18:27:31"
0,126.38,1434.12,"2022,06,01,18:27:32"
0,126.63,1435.12,"2022,06,01,18:27:33"
0,127.4,1436.13,"2022,06,01,18:27:34"
0,127.65,1437.13,"2022,06,01,18:27:35"
0,127.14,1438.16,"2022,06,01,18:27:36"
0,127.14,1439.17,"2022,06,01,18:27:37"
0,127.4,1440.17,"2022,06,01,18:27:38"
0,127.91,1441.17,"2022,06,01,18:27:39"
0,127.65,1442.17,"2022,06,01,18:27:40"
0,128.16,1443.17,"2022,06,01,18:27:41"
0,127.65,1444.18,"2022,06,01,18:27:42"
0,127.65,1445.18,"2022,06,01,18:27:43"
0,128.16,1446.18,"2022,06,01,18:27:44"
0,127.65,1447.18,"2022,06,01,18:27:45"
0,127.65,1448.22,"2022,06,01,18:27:46"
0,127.65,1449.22,"2022,06,01,18:27:47"
0,128.42,1450.22,"2022,06,01,18:27:48"
0,127.4,1451.22,"2022,06,01,18:27:49"
0,127.91,1452.22,"2022,06,01,18:27:50"
0,128.42,1453.22,"2022,06,01,18:27:51"
0,128.42,1454.23,"2022,06,01,18:27:52"
0,127.91,1455.23,"2022,06,01,18:27:53"
0,128.67,1456.23,"2022,06,01,18:27:54"
0,128.67,1457.23,"2022,06,01,18:27:55"
0,127.65,1458.27,"2022,06,01,18:27:56"
0,128.67,1459.27,"2022,06,01,18:27:57"
0,128.93,1460.27,"2022,06,01,18:27:58"
0,128.16,1461.28,"2022,06,01,18:27:59"
0,128.93,1462.28,"2022,06,01,18:28:00"
0,128.16,1463.28,"2022,06,01,18:28:01"
0,128.42,1464.28,"2022,06,01,18:28:02"
0,128.67,1465.28,"2022,06,01,18:28:03"
0,128.67,1466.28,"2022,06,01,18:28:04"
0,129.44,1467.29,"2022,06,01,18:28:05"
0,128.42,1468.32,"2022,06,01,18:28:06"
0,128.67,1469.32,"2022,06,01,18:28:07"
0,129.18,1470.32,"2022,06,01,18:28:08"
0,128.42,1471.33,"2022,06,01,18:28:09"
0,128.93,1472.33,"2022,06,01,18:28:10"
0,128.67,1473.33,"2022,06,01,18:28:11"
0,128.67,1474.33,"2022,06,01,18:28:12"
0,129.69,1475.33,"2022,06,01,18:28:13"
0,128.67,1476.34,"2022,06,01,18:28:14"
0,129.69,1477.34,"2022,06,01,18:28:15"
0,128.67,1478.38,"2022,06,01,18:28:16"
0,128.67,1479.38,"2022,06,01,18:28:17"
0,129.44,1480.38,"2022,06,01,18:28:18"
0,129.44,1481.38,"2022,06,01,18:28:19"
0,129.18,1482.38,"2022,06,01,18:28:20"
0,129.18,1483.38,"2022,06,01,18:28:21"
0,129.44,1484.38,"2022,06,01,18:28:22"
0,129.44,1485.39,"2022,06,01,18:28:23"
0,129.44,1486.39,"2022,06,01,18:28:24"
0,129.18,1487.39,"2022,06,01,18:28:25"
0,129.69,1488.43,"2022,06,01,18:28:26"
0,129.69,1489.43,"2022,06,01,18:28:27"
0,129.95,1490.43,"2022,06,01,18:28:28"
0,129.69,1491.43,"2022,06,01,18:28:29"
0,129.95,1492.43,"2022,06,01,18:28:30"
0,129.69,1493.44,"2022,06,01,18:28:31"
0,130.2,1494.44,"2022,06,01,18:28:32"
0,130.2,1495.44,"2022,06,01,18:28:33"
0,129.44,1496.44,"2022,06,01,18:28:34"
0,129.69,1497.44,"2022,06,01,18:28:35"
0,130.2,1498.48,"2022,06,01,18:28:36"
0,129.95,1499.48,"2022,06,01,18:28:37"
0,130.46,1500.48,"2022,06,01,18:28:38"
0,130.71,1501.48,"2022,06,01,18:28:39"
0,130.97,1502.49,"2022,06,01,18:28:40"
0,130.97,1503.49,"2022,06,01,18:28:41"
0,129.95,1504.49,"2022,06,01,18:28:42"
0,129.69,1505.49,"2022,06,01,18:28:43"
0,130.71,1506.49,"2022,06,01,18:28:44"
0,130.71,1507.5,"2022,06,01,18:28:45"
0,130.46,1508.53,"2022,06,01,18:28:46"
0,131.22,1509.53,"2022,06,01,18:28:47"
0,130.71,1510.54,"2022,06,01,18:28:48"
0,130.97,1511.54,"2022,06,01,18:28:49"
0,130.2,1512.54,"2022,06,01,18:28:50"
0,130.2,1513.54,"2022,06,01,18:28:51"
0,130.71,1514.54,"2022,06,01,18:28:52"
0,130.71,1515.55,"2022,06,01,18:28:53"
0,130.97,1516.55,"2022,06,01,18:28:54"
0,131.48,1517.55,"2022,06,01,18:28:55"
0,130.71,1518.58,"2022,06,01,18:28:56"
0,130.97,1519.59,"2022,06,01,18:28:57"
0,130.97,1520.59,"2022,06,01,18:28:58"
0,131.48,1521.59,"2022,06,01,18:28:59"
0,131.48,1522.59,"2022,06,01,18:29:00"
0,131.22,1523.59,"2022,06,01,18:29:01"
0,132.24,1524.59,"2022,06,01,18:29:02"
0,131.48,1525.6,"2022,06,01,18:29:03"
0,131.99,1526.6,"2022,06,01,18:29:04"
0,132.5,1527.6,"2022,06,01,18:29:05"
0,132.5,1528.64,"2022,06,01,18:29:06"
0,131.99,1529.64,"2022,06,01,18:29:07"
0,131.48,1530.64,"2022,06,01,18:29:08"
0,132.24,1531.64,"2022,06,01,18:29:09"
0,132.24,1532.65,"2022,06,01,18:29:10"
0,132.24,1533.65,"2022,06,01,18:29:11"
0,132.24,1534.65,"2022,06,01,18:29:12"
0,131.99,1535.65,"2022,06,01,18:29:13"
0,132.5,1536.65,"2022,06,01,18:29:14"
0,131.99,1537.65,"2022,06,01,18:29:15"
0,132.5,1538.69,"2022,06,01,18:29:16"
0,132.24,1539.69,"2022,06,01,18:29:17"
0,132.5,1540.69,"2022,06,01,18:29:18"
0,132.76,1541.69,"2022,06,01,18:29:19"
0,133.27,1542.7,"2022,06,01,18:29:20"
0,132.76,1543.7,"2022,06,01,18:29:21"
0,132.76,1544.7,"2022,06,01,18:29:22"
0,133.01,1545.7,"2022,06,01,18:29:23"
0,132.76,1546.7,"2022,06,01,18:29:24"
0,132.76,1547.71,"2022,06,01,18:29:25"
0,133.27,1548.74,"2022,06,01,18:29:26"
0,133.52,1549.74,"2022,06,01,18:29:27"
0,133.52,1550.75,"2022,06,01,18:29:28"
0,133.27,1551.75,"2022,06,01,18:29:29"
0,133.27,1552.75,"2022,06,01,18:29:30"
0,133.52,1553.75,"2022,06,01,18:29:31"
0,132.76,1554.75,"2022,06,01,18:29:32"
0,132.76,1555.75,"2022,06,01,18:29:33"
0,133.27,1556.76,"2022,06,01,18:29:34"
0,133.27,1557.76,"2022,06,01,18:29:35"
0,133.78,1558.8,"2022,06,01,18:29:36"
0,134.03,1559.8,"2022,06,01,18:29:37"
0,133.52,1560.8,"2022,06,01,18:29:38"
0,133.52,1561.8,"2022,06,01,18:29:39"
0,134.29,1562.8,"2022,06,01,18:29:40"
0,133.27,1563.8,"2022,06,01,18:29:41"
0,133.78,1564.81,"2022,06,01,18:29:42"
0,133.52,1565.81,"2022,06,01,18:29:43"
0,133.52,1566.81,"2022,06,01,18:29:44"
0,134.54,1567.81,"2022,06,01,18:29:45"
0,133.78,1568.85,"2022,06,01,18:29:46"
0,134.29,1569.85,"2022,06,01,18:29:47"
0,134.8,1570.85,"2022,06,01,18:29:48"
0,134.29,1571.85,"2022,06,01,18:29:49"
0,134.03,1572.85,"2022,06,01,18:29:50"
0,134.8,1573.86,"2022,06,01,18:29:51"
0,134.29,1574.86,"2022,06,01,18:29:52"
0,134.8,1575.86,"2022,06,01,18:29:53"
0,134.29,1576.86,"2022,06,01,18:29:54"
0,135.05,1577.86,"2022,06,01,18:29:55"
0,134.8,1578.9,"2022,06,01,18:29:56"
0,134.03,1579.9,"2022,06,01,18:29:57"
0,134.8,1580.9,"2022,06,01,18:29:58"
0,134.29,1581.91,"2022,06,01,18:29:59"
0,135.31,1582.91,"2022,06,01,18:30:00"
0,134.8,1583.91,"2022,06,01,18:30:01"
0,134.8,1584.91,"2022,06,01,18:30:02"
0,134.29,1585.91,"2022,06,01,18:30:03"
0,134.29,1586.91,"2022,06,01,18:30:04"
0,135.31,1587.92,"2022,06,01,18:30:05"
0,135.31,1588.95,"2022,06,01,18:30:06"
0,134.8,1589.95,"2022,06,01,18:30:08"
0,135.56,1590.96,"2022,06,01,18:30:09"
0,135.82,1591.96,"2022,06,01,18:30:10"
0,135.31,1592.96,"2022,06,01,18:30:11"
0,135.31,1593.96,"2022,06,01,18:30:12"
0,135.82,1594.96,"2022,06,01,18:30:13"
0,135.82,1595.96,"2022,06,01,18:30:13"
0,135.82,1596.97,"2022,06,01,18:30:15"
0,134.8,1597.97,"2022,06,01,18:30:16"
0,135.56,1599.01,"2022,06,01,18:30:17"
0,135.31,1600.01,"2022,06,01,18:30:18"
0,135.31,1601.01,"2022,06,01,18:30:19"
0,135.31,1602.01,"2022,06,01,18:30:20"
0,135.05,1603.01,"2022,06,01,18:30:21"
0,134.8,1604.01,"2022,06,01,18:30:22"
0,134.8,1605.02,"2022,06,01,18:30:23"
0,135.31,1606.02,"2022,06,01,18:30:24"
0,135.31,1607.02,"2022,06,01,18:30:25"
0,135.05,1608.02,"2022,06,01,18:30:26"
0,135.56,1609.06,"2022,06,01,18:30:27"
0,135.05,1610.06,"2022,06,01,18:30:28"
0,135.82,1611.06,"2022,06,01,18:30:29"
0,135.31,1612.06,"2022,06,01,18:30:30"
0,135.82,1613.06,"2022,06,01,18:30:31"
0,136.07,1614.07,"2022,06,01,18:30:32"
0,136.58,1615.07,"2022,06,01,18:30:33"
0,135.56,1616.07,"2022,06,01,18:30:34"
0,136.33,1617.07,"2022,06,01,18:30:35"
0,135.56,1618.07,"2022,06,01,18:30:36"
0,136.07,1619.11,"2022,06,01,18:30:37"
0,136.33,1620.11,"2022,06,01,18:30:38"
0,136.58,1621.11,"2022,06,01,18:30:39"
0,136.58,1622.12,"2022,06,01,18:30:40"
0,136.84,1623.12,"2022,06,01,18:30:41"
0,136.33,1624.12,"2022,06,01,18:30:42"
0,137.35,1625.12,"2022,06,01,18:30:43"
0,137.09,1626.12,"2022,06,01,18:30:44"
0,136.58,1627.12,"2022,06,01,18:30:45"
0,137.09,1628.13,"2022,06,01,18:30:46"
0,137.35,1629.16,"2022,06,01,18:30:47"
0,136.58,1630.16,"2022,06,01,18:30:48"
0,136.58,1631.17,"2022,06,01,18:30:49"
0,137.09,1632.17,"2022,06,01,18:30:50"
0,137.09,1633.17,"2022,06,01,18:30:51"
0,137.86,1634.17,"2022,06,01,18:30:52"
0,137.86,1635.17,"2022,06,01,18:30:53"
0,137.6,1636.18,"2022,06,01,18:30:54"
0,138.11,1637.18,"2022,06,01,18:30:55"
0,138.11,1638.18,"2022,06,01,18:30:56"
0,137.35,1639.21,"2022,06,01,18:30:57"
0,137.6,1640.22,"2022,06,01,18:30:58"
0,137.6,1641.22,"2022,06,01,18:30:59"
0,137.35,1642.22,"2022,06,01,18:31:00"
0,138.11,1643.22,"2022,06,01,18:31:01"
0,137.6,1644.22,"2022,06,01,18:31:02"
0,137.86,1645.23,"2022,06,01,18:31:03"
0,138.37,1646.23,"2022,06,01,18:31:04"
0,138.37,1647.23,"2022,06,01,18:31:05"
0,138.11,1648.23,"2022,06,01,18:31:06"
0,137.86,1649.27,"2022,06,01,18:31:07"
0,137.86,1650.27,"2022,06,01,18:31:08"
0,138.11,1651.27,"2022,06,01,18:31:09"
0,137.86,1652.27,"2022,06,01,18:31:10"
0,137.86,1653.28,"2022,06,01,18:31:11"
0,138.37,1654.28,"2022,06,01,18:31:12"
0,137.86,1655.28,"2022,06,01,18:31:13"
0,137.86,1656.28,"2022,06,01,18:31:14"
0,138.37,1657.28,"2022,06,01,18:31:15"
0,138.62,1658.28,"2022,06,01,18:31:16"
0,139.13,1659.32,"2022,06,01,18:31:17"
0,138.62,1660.32,"2022,06,01,18:31:18"
